,author_id,created_at,id,text
27,158809640,2021-04-26T20:53:25.000Z,1386785510509662212,@MercantilBanco Buenas tardes! La nueva modalidad para realizar tpago por mensajes de textos debe ser de Mercantil a Mercantil?
28,1959444462,2021-04-26T20:33:28.000Z,1386780487902023681,@MercantilBanco Cómo hacer transacción de Tpago por sms?
29,2298435044,2021-04-26T20:25:14.000Z,1386778418696630273,@MercantilBanco Hola no he podido cambiar el número de tlf para disfrutar del servicio
30,73759152,2021-04-26T20:07:40.000Z,1386773995870162945,"@MercantilBanco buenas tardes, actualmente hay algún problema para ingresar en mercantil empresas? Estoy intentado y es imposible conectar"
31,190265453,2021-04-26T20:04:06.000Z,1386773099429998594,@BcodeVenezuela Liberen las Divisas Dicom!! Queremos solución @SudebanInforma @BCV_ORG_VE @BcodeVenezuela @la_patilla @ElNacionalWeb @lanacionweb @globovision @descifradocom @elestimulo @DolarToday @ANAUCO @elimpulsocom @TachiraNoticias @TachiraNews @MercantilBanco @mercadosyaccion
32,538168349,2021-04-26T19:41:31.000Z,1386767414004748293,@MercantilBanco Gracias...!!!
33,2998385038,2021-04-26T19:29:59.000Z,1386764514381778947,@fjbastidas @MercantilBanco @MovistarVe Esperas sentado la respuesta.
34,188510920,2021-04-26T18:53:09.000Z,1386755242679808003,buenas tardes quien me da repuesta de esto aun no tengo la recarga en el deco movistar y en mi cuenta bancaria se encuentra ambas debitadas @MercantilBanco @MovistarVe https://t.co/a1oT9LgJ06
35,538168349,2021-04-26T18:50:41.000Z,1386754622057033729,"@MercantilBanco bueno tardes saludos a todos por favor indícame oficina Caracas operativas .
Gracias"
36,2382245114,2021-04-26T17:51:25.000Z,1386739707669884929,@MercantilBanco Cuando vuelven abrir la oficina de Cabudare? o por lo menos que los cajeros del Centro Comercial Terepaima tengan dinero.
37,832161074686345216,2021-04-26T17:31:07.000Z,1386734600723046404,@MercantilBanco buenas tardes cuál es el monto mínimo de divisas que se puede comprar en operaciones al menudeo?
38,1280192706929733632,2021-04-26T16:33:27.000Z,1386720088422862852,"#ViveLaNoticia | Nacionales | El director del Saime, Gustavo Vizcaíno, informó que en los próximos días habilitarán el @MercantilBanco ,@credicardvzla,@bnc_corporativo como nuevas plataformas de pago para tramitar el pasaporte, cuya vigencia se extendió a 10 años desde el #15Abr. https://t.co/VS0dEnxo0S"
39,177264197,2021-04-26T16:21:21.000Z,1386717043660099597,"@MercantilBanco Buenas tardes, algún cajero con efectivo???"
40,1335888298787696640,2021-04-26T15:22:20.000Z,1386702189591158788,@MercantilBanco buenos dias para cambiar mi llave mercantil tiene el chip dañado cuales serian los pasos
41,71123144,2021-04-26T14:22:23.000Z,1386687103959027713,@MercantilBanco Buenos días. Cuál sería el procedimiento para liberar una hipoteca?
42,50094726,2021-04-26T14:19:57.000Z,1386686490088984579,"@MercantilBanco Saludos. En las Mercedes cuál?
#tolon no abre"
43,1369662806,2021-04-26T14:15:24.000Z,1386685345157296128,"@MercantilBanco el hacer un pago móvil por la aplicación a veces se vuelve una ladilla, no carga la cuenta, no carga el usuario todo un caos."
44,37703312,2021-04-26T14:07:17.000Z,1386683301809856517,@MercantilBanco Solicitamos la inclusión del territorio Esequibo en el mapa publicado. Gracias
45,89022840,2021-04-26T14:06:12.000Z,1386683029440040964,Son las 10 de la mañana y @MercantilBanco sigue mudo. No se sabe cuándo van a levantar su plataforma. Y menos aún informarles a los clientes qué pasó
46,89022840,2021-04-26T13:59:50.000Z,1386681426553225217,Sigue caída la plataforma de @MercantilBanco . Clientes paralizados
47,89022840,2021-04-26T13:00:48.000Z,1386666571662254086,@MercantilBanco amaneció apagado? No se puede ingresar ni por la PC ni por el teléfono
48,887348506444353538,2021-04-26T11:35:19.000Z,1386645060347994112,@MercantilBanco Agradecida por la informacion feliz semana
49,887348506444353538,2021-04-26T11:20:28.000Z,1386641322669494282,@MercantilBanco Buenos días la agencia de la avenida Libertador de Barquisimeto la eliminaron?
50,184887725,2021-04-26T11:11:56.000Z,1386639175789727744,@MercantilBanco Buenos días están recibiendo solicitudes apertura de cuenta? Gracias
51,129625799,2021-04-26T11:08:31.000Z,1386638316024569859,@MercantilBanco una pregunta en ese mapa tendría que estar el Esequibo  @AntroCanal
52,2336864258,2021-04-26T10:48:53.000Z,1386633372706000899,@MercantilBanco Buenos días quiero saber que oficinas estarán abiertas hoy en Carabobo
53,1294061679291117568,2021-04-26T10:33:38.000Z,1386629538046676994,@MercantilBanco Imagino que abren las oficinas de el Hatillo llevan 3 semanas cerrados. Es el único de la zona
54,1294061679291117568,2021-04-26T10:31:59.000Z,1386629123305611264,"@MercantilBanco Buenos días, imagino que el mercantil de el Hatillo abre esta semana porque ya van 3 semanas cerrados. Y es el único de la zona."
55,4383656735,2021-04-26T02:00:23.000Z,1386500374421458950,@MercantilBanco Siempre se han caracterizado por ser una empresa eficiente... Que pasa con la liberación de los creditos hipotecarios.. Desde enero esperando y nada de respuestas..
56,1043260279,2021-04-26T01:07:53.000Z,1386487160019300355,"@MercantilBanco Buenas noche, Precio del punto de venta por favor. Saludos!"
57,108942272,2021-04-26T01:06:44.000Z,1386486871564378116,@nacholacriatura @jesusmiranda @Norkys_batista @jguaido @UNICEF @opsoms @josyfernandez @bnc_corporativo @Banesco @BBVAProvincial @MercantilBanco @BcodeVenezuela @AsambleaVE
58,810315326105784321,2021-04-26T00:11:36.000Z,1386472998450962432,@MercantilBanco Hay alguna forma de cambiar el número afiliado de manera online ?
59,810315326105784321,2021-04-26T00:10:37.000Z,1386472751226138628,@rboada958 @MercantilBanco X2 también. Necesito hacer lo mismo
60,1380879351508561920,2021-04-25T23:22:43.000Z,1386460693986254851,"@MercantilBanco Buenas noches estimados, estoy interesado en tener cuenta mercantil"
61,150493604,2021-04-25T20:13:20.000Z,1386413036743843841,@MercantilBanco Cómo se puede activar la tarjeta de coordenadas si estoy fuera del país
62,39697919,2021-04-25T17:50:09.000Z,1386377001192284165,@MercantilBanco Diferencias de esta cuenta corriente electrónica que abrirla en en banco?
63,86724676,2021-04-25T16:47:46.000Z,1386361301962735616,@Dereckb @MercantilBanco @credicard @bnc_corporativo @venevision Con hablan de platica buscan lo que se para cobrar. Pero para lo demas ponen trabas y enredan el papagayo.
64,128624915,2021-04-25T16:36:42.000Z,1386358517091737604,@MercantilBanco Yo escribí y me pide que entregue los papeles en el banco y luego la aperturan? Pensé que era llenar la planilla escanear documentos y listo. Porque complican todo. Entonces es mentira que se puede abrir en línea
65,106296205,2021-04-25T16:25:54.000Z,1386355798960443396,@MercantilBanco quiero una electrónica sin tanto papeleo
66,106296205,2021-04-25T16:25:17.000Z,1386355646220705792,@MercantilBanco yoooo
67,490837198,2021-04-25T16:24:37.000Z,1386355476636573697,@MercantilBanco Puedo abrir cta en $ electrónica desde la comodidad de mi hogar?
68,185324969,2021-04-25T16:02:19.000Z,1386349866578743296,@MercantilBanco Buenas tardes. Me pueden informar si estan aceptando y por supuesto aprobando aumento en los limites de  de las tarjetas de redito
69,346336654,2021-04-25T15:47:34.000Z,1386346150647717891,"@MercantilBanco Buen día, hay alguna forma de cambiar el número de teléfono vía online? Perdí el número asociado al Tpago y tengo el usuario de mercantil en línea bloqueado."
70,1320729248311746561,2021-04-25T15:13:51.000Z,1386337668309692417,@salaprensaCantv @MercantilBanco @BcodeVenezuela BUENOS DIAS SOY USUARIO DE CANTV Y CANCELE MIS FACTURAS TANTO DEL MES PASADO Y DE ESTE MES Y NO SE ME VISUALIZAN LOS CANALES  LE HE ESCRITO A LOS CANALES DE ATENCION QUE DAN POR WHATSAPP Y LO QUE HACEN ES IGNORAR A UNO DICEN QUE HAY QUE ESPERAR  QUE LO ATIENDAN Y TENDO 2 SEMANAS
71,138945817,2021-04-25T15:09:17.000Z,1386336518688624646,"@Dereckb @MercantilBanco @credicard @bnc_corporativo @venevision Nos están quitando dinero del banco Vzla, sin actualizar los pagos, y van a buscar más bancos, q desastre, en una plataforma q no sirve....más de 500 millones, y no actualizan los pagos... Revise amigo"
72,51071935,2021-04-25T15:03:44.000Z,1386335121004011527,"EL Dir. Del Servicio Adm. De Identificación, Migración y Extranjería SAIME, Gustavo Vizcaíno, anunció próximamente la incorporación de @MercantilBanco @credicard y @bnc_corporativo al sistema de trámites para la cancelación de prórrogas  y emisión de pasaportes/vía @venevision"
73,1551575059,2021-04-25T14:27:32.000Z,1386326012628279298,Que pasará con Mercantil en línea? @MercantilBanco
74,1348980733537300481,2021-04-25T12:23:14.000Z,1386294730468728832,@MercantilBanco Buen dia necesito me digan como desbloqueo clave internet dicen falta datos por favor
75,1380879351508561920,2021-04-25T11:18:15.000Z,1386278376894259204,"@MercantilBanco Buenos días Estimados en @GTOTALSALUD tenemos a su disposición la Telemedicina, con los mejores profesionales Médicos y especiales en la Medicina para atender su solicitud!!🤳🤳 https://t.co/8x0VwlaoI0"
76,220503634,2021-04-25T01:34:56.000Z,1386131580318588933,@MercantilBanco Hola quisiera saber cómo será el mecanismo que se deberá utilizar para como cliente poder autorizar los pagos por el sistema de C2P
77,2969798878,2021-04-25T01:01:19.000Z,1386123119501447173,"@cide_ula @MercantilBanco @BanescoPanama @Tibipd @CDCHTA @ja_olivares @Banesco @BanescoRD @Mercantilbanpa @BolsaMercantil Buenas noches, hasta cuando son las inscripciones, cuales son los requisitos y cuando inicia el diplomado?"
78,1249828902958174215,2021-04-25T00:55:18.000Z,1386121607287132160,@MercantilBanco
79,3043449058,2021-04-24T19:01:45.000Z,1386032630760624131,"@SudebanInforma @BcoBicentenario @MercantilBanco 

Estado Zulia, Municipio Baralt, Parroquia Libertador, pedimos a las Entidades la Reactivación de los Bancos https://t.co/WjMkLKkThe"
80,468226530,2021-04-24T17:54:50.000Z,1386015793721352202,@SimpleTVVE Efectúe el pago por portal @MercantilBanco ayer al mediodía. De mi cuenta se descontó el dinero pero aún no se me activa la señal por falta de pago. Les he escrito al DM y nada sin solución
81,49786387,2021-04-24T17:31:34.000Z,1386009938686844931,@MercantilBanco Son solo 3 comercios!
82,2281008168,2021-04-24T14:18:13.000Z,1385961279190351872,@MercantilBanco Mercantil está presentando problemas con su plataforma ? No deja hacer transferencia
83,1428842382,2021-04-24T00:55:20.000Z,1385759227621388288,@MercantilBanco Permitan agregar cuentas.. sería lo máximo
84,140194445,2021-04-23T22:17:32.000Z,1385719513983950848,"@MercantilBanco Buenas tardes, he pagado dos veces movistar TV, por mercantil y me descuentan la plata y no se realiza el proceso. Necesito respuesta"
85,2581663291,2021-04-23T21:36:15.000Z,1385709123858272263,@MercantilBanco Hola! Me gustaria saber cuánto dinero máximo puede recibir una cuenta de ahorro en un día?
86,188510920,2021-04-23T21:32:07.000Z,1385708087412207616,@MercantilBanco Les escribe temprano y nunca me atendieron
87,103671092,2021-04-23T20:52:33.000Z,1385698129597583362,@MercantilBanco buenas tardes... como hago para saber el número de cuenta completo??
88,94396425,2021-04-23T20:13:21.000Z,1385688264603017223,Por enésima vez intento pagar @SimpleTVVE a través de  @MercantilBanco y es imposible. Nuevamente me quedaré varios días sin señal porque no puedo pagar. Streamig: cada vez te veo como una solución al karma
89,1573211304,2021-04-23T19:17:44.000Z,1385674266709012482,"@MercantilBanco Buenas tardes, necesitamos de su ayuda para una posible cuenta Hackeada ¿estan atendiendo?"
90,568482971,2021-04-23T18:58:16.000Z,1385669366797193221,@MercantilBanco Realmente hasta ahora no he logrado solucionar el problema de la.clave de mi tarjeta de debito el cual no me llega el mensaje a mi numero de celular. Ni por telefono he logrado solucionar. Hasta cuando.
91,188510920,2021-04-23T17:17:50.000Z,1385644092785373186,cuando me reponen el dinero pq ayer me indicaron que no se hizo el pago respondan a la brevedad posible @MercantilBanco
92,188510920,2021-04-23T17:14:06.000Z,1385643154263707649,acabo de realizar dos cargar a mi tv movistar como siempre lo he realizo y aun no se lo han debitado al movistar que robo vale @MercantilBanco @MovistarVe me quede sin dinero y sin ver tv
93,739782168856170496,2021-04-23T16:01:43.000Z,1385624939210883074,En @MercantilBanco están a nada de pedir cabello de unicornio como recaudo🤔
94,206322344,2021-04-23T15:26:38.000Z,1385616106946277381,"@MercantilBanco Dice,f, que x la a íppppppppppppppppppppppppppppppppp"
95,148077485,2021-04-23T15:26:24.000Z,1385616048116965378,"Tienes la oportunidad de participar en nuestros diplomados para la gerencia de las empresas. 
Consulta nuestra página web:
https://t.co/fgM2kaRQdQ
@MercantilBanco @BanescoPanama @Tibipd
  @CDCHTA @ja_olivares @Banesco @BanescoRD
 @Mercantilbanpa @BolsaMercantil https://t.co/3l4UchLGFS"
96,100562129,2021-04-23T15:10:42.000Z,1385612101021052940,"@MercantilBanco , cómo se solicita una nueva tarjeta de crédito por vencimiento"
97,130959093,2021-04-23T14:14:27.000Z,1385597944615813125,Sinvenguenzas reactiven el servicio el banco les pagó 2 veces @MercantilBanco @Defensoria_Vzla @sundde_ve @Conatel Encerrados sin tv y sin el dinero https://t.co/i4bV9suKNv
98,130959093,2021-04-23T13:57:39.000Z,1385593716342198272,Reactiven mi cuenta 27862892 más de 48h desde el primer pago y 24h un segundo pago @MercantilBanco les pago Encerrados sin TV y pagada Abuso @sundde_ve @Conatel @Mippcivzla https://t.co/yIqLQ1rj5U
99,140181315,2021-04-23T13:56:10.000Z,1385593342143123458,@MercantilBanco Entiendo pero que duren mas de lo pautado me parece un abuso. Feliz día
0,130959093,2021-04-23T13:21:29.000Z,1385584615373656069,Han transcurrido mas de 48h desde el primer pago del servicio TV todavía sigue suspendido y el dinero descontado. Recaudos enviados 4 veces vía correo NO solucionan @AyudaMovistarVe @MercantilBanco dejen el peloteo @sundde_ve @Conatel @MinpublicoVE @Mippcivzla https://t.co/wv8yrguhs0
1,1335888298787696640,2021-04-23T11:43:26.000Z,1385559939503075330,@MercantilBanco buenos dias sres mercantil como hago para cambiar mi tarjeta de débito se le daño el chip y no pasa en nigun punto cuales seran los pasos a seguir
2,76132491,2021-04-23T03:55:16.000Z,1385442118689333250,"Lo certifico, hice 3 horas de cola en la sede Principal  del @MercantilBanco, desde las 9.30am hasta las 12.44 que pude sacar. 👇👇👇 https://t.co/of1W3fQT2k"
3,135051727,2021-04-23T02:51:23.000Z,1385426044669284352,@MercantilBanco quisiera saber cómo puedo aumentar mis límites en tarjetas de crédito
4,3015929447,2021-04-23T00:02:52.000Z,1385383633591181314,@chavezeresloma1 @CarnetDLaPatria @NicolasMaduro Igual a mi! Transferí el 13 abril de @CarnetDLaPatria  bono y hoy 22 aún no está acreditado en @MercantilBanco A quien podemos reclamar presidente @NicolasMaduro ?
5,64231313,2021-04-22T23:07:27.000Z,1385369691208785922,@MercantilBanco Buenas Noches! Hay algún horario para afiliarse a TPago? Es que no logramos entrar en la parte de afiliación. Gracias
6,1385349740179693569,2021-04-22T21:50:53.000Z,1385350419430486020,@MercantilBanco Buenas tarde como desbloqueo mi saldo de la cuenta ya que el fondo fue transferido a otra cuenta mercantil y me lo bloquio porque
7,158189397,2021-04-22T21:03:56.000Z,1385338604008976387,"@MercantilBanco Buenas tardes, hice cambio de número de contacto pero en Tpago sigue apareciendo el número anterior, ¿Cómo puedo cambiarlo?"
8,1384612047548076040,2021-04-22T20:42:16.000Z,1385333153057882112,@DANIELMOSC @PINMOSC @AyudaMovistarVe @MercantilBanco @sundde_ve @SudebanInforma @observatoriovsp Así mismo
9,130959093,2021-04-22T20:38:50.000Z,1385332288087629829,@galipanwinery @PINMOSC @AyudaMovistarVe @MercantilBanco Encerrados sin TV y sin el dinero @sundde_ve @SudebanInforma @observatoriovsp
10,1384612047548076040,2021-04-22T20:28:03.000Z,1385329574582571017,"@DANIELMOSC @PINMOSC @AyudaMovistarVe @MercantilBanco Igualmente, la misma situación me pasó en febrero, pague 6.400.000 por el movistar TV nunca me repusieron el dinero ni el saldo.

Esta vez no voy a dejarlo pasar, habrá que denunciarlos en Fiscalía"
11,130959093,2021-04-22T20:25:42.000Z,1385328984905469952,"@galipanwinery @PINMOSC @AyudaMovistarVe Si las hay instancias. Voy a darle el beneficio de la duda. Mis primeras 48h se cumplen hoy. @MercantilBanco 
No estamos para jugar carritos"
12,184887725,2021-04-22T20:13:21.000Z,1385325874296328194,"@MercantilBanco Que pasa con mercantil, quiero hacer transferencia de  pagos urgente y no me los procesa. Ayuda"
13,184887725,2021-04-22T20:11:52.000Z,1385325501527564296,"@MercantilBanco Que pasa con mercantil, quiero hacer unos pagos urgente y no me los procesa."
14,130959093,2021-04-22T19:47:54.000Z,1385319472572026882,@AyudaMovistarVe Dejen el peloteo y resuelvan. Ya envié los recaudos de las transacciones. Restituyan el servicio o reversen mi dinero 2 dias en ésto? @MercantilBanco pónganse ustedes de acuerdo y no pongan a sus clientes al tira y encoje Es mi dinero me lo trabajo
15,168213079,2021-04-22T19:45:17.000Z,1385318810559856643,@MercantilBanco buenas tardes. Solicite información desde 01 de febrero. Me contactaron por correo 01 de Marzo hasta la fecha no me indican si necesitan algo mas  para concluir el trámite que estoy realizando o status del mismo. Hasta cuando mas debo esperar? Llevo 3 meses
16,130959093,2021-04-22T19:41:43.000Z,1385317914593665024,@AyudaMovistarVe  @MercantilBanco Movistar y Banco Mercantil me están peloteando He hecho 2 recargas al Movistar TV me las descontaron y encima me cortan el servicio Mercantil le da la culpa a Movistar y éste al Banco Ni reactivan ni reversan el dinero Mientras tanto veo el techo
17,338509441,2021-04-22T19:33:16.000Z,1385315789742424066,@MercantilBanco buenas Tardes . intento realizar cierre de lote en punto de venta verifone vx510 y me da error en cierre 909.
18,99763386,2021-04-22T18:07:57.000Z,1385294318290841600,De paso que después de pasar rato intentado abrir la app cuando lo logras y vas a hacer el pago pasa esto y ahí se queda por la eternidad 🙂 @MercantilBanco https://t.co/wgHhHG8nXI
19,99763386,2021-04-22T17:57:12.000Z,1385291612088147973,Ustedes saben lo tremendamente irritante que esperar a que la app de pago móvil abra? @MercantilBanco es más fácil hacer un pago móvil desde la web que desde la app
20,138139167,2021-04-22T15:41:41.000Z,1385257507338268676,"@MercantilBanco saludos porfavor como hago para efectuar los pagos de servicios q tengo afiliado si me aparece este mensaje. 
En estos momentos no podemos procesar su solicitud. Por favor intente más tarde.
gracias"
21,1111265740110381056,2021-04-22T15:23:12.000Z,1385252857700573187,@MercantilBanco La plataforma Digitel del banco presenta problemas no me refleja el saldo de mi cuenta porque será?
22,1473327482,2021-04-22T14:42:09.000Z,1385242528081920005,"@MercantilBanco Buenos días, cuál es el monto máximo de recibir transferencias , gracias"
23,3015929447,2021-04-22T14:40:58.000Z,1385242227685867521,@SudebanInforma @CarnetDLaPatria @NicolasMaduro Van 6 días hábiles bancarios y @MercantilBanco no libera fondos a mi cuenta de la transferencia desd Patria. Cuánto tiempo más banco Mercantil con la demora? Vean foto. https://t.co/4zAqzEB7Lq
24,3015929447,2021-04-22T14:15:15.000Z,1385235757330309123,@SudebanInforma @NicolasMaduro @CarnetDLaPatria Hola! Desde miércoles pasado transferencia del monedero Patria a @MercantilBanco ya 5 días hábiles!!! Hasta cuándo Mercantil retiene los fondos?
25,231202515,2021-04-22T13:15:17.000Z,1385220664337084421,@MercantilBanco Buenos días y para cuando el aumento del límite de las tarjetas de créditos el mío es de 5.000 bs
26,1925338003,2021-04-22T13:05:31.000Z,1385218206764314624,"@AyudaMovistarVe
 
@Conatel
 
@SudebanInforma
 
@MercantilBanco
 
@sundde_ve
 
@TarekWiliamSaab
 movistar sube mensual las rentas sin cotrol alguno"
27,194136755,2021-04-22T12:58:45.000Z,1385216504065630213,@AyudaMovistarVe @Conatel @SudebanInforma @MercantilBanco @sundde_ve @TarekWiliamSaab movistar cobra por recargas y no la hace efectiva andan con un desatre y servicios cortados cuántas veces una tiene que pagar hacen convenios con los bancos y nadie sabe nad
28,1513514222,2021-04-22T12:42:35.000Z,1385212435708137473,@MercantilBanco No se que cosa es mas fastidiosa en la vida que su aplicacion de los tokens
29,1935062052,2021-04-22T12:23:31.000Z,1385207636749082625,"@MercantilBanco Buenos días necesito desbloquear mi tarjeta y no puedo vía online, Adalberto Brito"
30,44057306,2021-04-22T12:05:52.000Z,1385203197510356995,"No importa donde estés, siempre que hayas sido cliente de @MercantilBanco te deseara feliz cumpleaños https://t.co/IsiElwImsO"
31,232968667,2021-04-22T01:28:30.000Z,1385042795707121671,"""¡Feliz Cumpleaños!"". Mi Mamá

""¡Hoy queremos celebrar junto a ti! En el banco manejamos muchos números, pero hoy queremos compartir contigo el más importante ¡Feliz Cumpleaños!"". @MercantilBanco 

¡Muchas Gracias! a todos los que aún me recuerdan con cariño https://t.co/jBPPwgsNdd"
32,249418186,2021-04-22T00:46:10.000Z,1385032143517138946,@MercantilBanco Buenas yo he escrito a ese correo varias veces y aun no me han resuelto mi problema. Tengo mucho tiempo preguntando por   mi caso y nada que me resuelven. Es sobre la liberación de una hipoteca.
33,79914403,2021-04-21T22:15:27.000Z,1384994216405839875,"@MercantilBanco buenas tardes,cual es el monto real para pagos moviles a otros bancos?xq hace dias modifique mi limite al maximo y hoy iba a hacer uno por un tercio del limite maximo y me dijo q superaba el limite diario 🤷🏻‍♂️ y era el primero q hacia (ojala me respondan pronto 🤞🏻)"
34,589231958,2021-04-21T20:32:43.000Z,1384968361596133388,"Pésimo servicio @MercantilBanco , estoy tratando de solucionar un problema con el acceso a mi cuenta por internet, he intentado por varias vías y ha sido infructuoso. Inútil el correo mercantil24@bancomercatil.com Misma situación con otras 2 entidades bancarias y fue solucionado"
35,221616720,2021-04-21T20:31:48.000Z,1384968129877577736,@MercantilBanco Al ingresar me indica que mi clave de internet está vencida y no logró recuperarla.
36,221616720,2021-04-21T20:28:34.000Z,1384967317365395463,"@MercantilBanco La página me indica que la clave de internet está vencida, llamo al Banco y no hay manera de reestablecerla,  y todo en plena pandemia y semana de radical."
37,988337984037703680,2021-04-21T18:41:37.000Z,1384940400973074439,"Cuenta Mony a través de @Mercantilbanpa para todos los clientes de @MercantilBanco en Venezuela, excelente opción para enviar y recibir divisas y realizar tus consumos a través de tu tarjeta de débito internacional"
38,245111482,2021-04-21T18:08:25.000Z,1384932047244890113,@salaprensaCantv @servicios_416 @MercantilBanco @BcodeVenezuela Señores Cantv/tv satelital. Tengo mas de 5 años sin tv satelital. y me llega una factura por casi BsS. 3.400.000. Qué vaina es esa. Revisen tengo una solicitud de un control remoto para el sistema tv/satelital y desde entonces no hay respuesta de su parte. Operadores ocupados.
