,Unnamed: 0,author_id,text,created_at,id,neg,neu,pos,score
0,0,2266444094,"@AdrianTomres @BODoficial Holaa, como solucionaron?",2021-04-28T21:10:45.000Z,1387514650003222528,0.6999454498291016,0.29034423828125,0.009710308164358139,neg
1,1,2266444094,@JudyMun12900034 @BODoficial Como se desbloquea la tarjeta?,2021-04-28T21:09:59.000Z,1387514454506672135,0.012980991974473,0.980290412902832,0.006728594657033682,neu
2,2,3300343079,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya",2021-04-28T20:35:03.000Z,1387505664923213833,0.06788884103298187,0.8522093892097473,0.07990171760320663,neu
3,3,82863664,"Señores @BODoficial así como fueron rápidos en captar clientes para abrirles cuenta en #boibank, #allbank, #bancAmerica y #bancodelOrinoco sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya
@CasaReal 
@cbcs_cur",2021-04-28T19:18:04.000Z,1387486291135279110,0.018647830933332443,0.812921941280365,0.16843032836914062,neu
4,4,103844909,@RICARDO77601049 @Awwfreedom211 @Awwfreedom21 @xpr3s4me @BODoficial @segurosybanca @VBcOrinocoNVCur @luisalfdeborbon @USTreasury @TheJusticeDept @Europol #bodmiente #BODDEVUELVANLOSAHORROS #BODnosRobanLosAhorros https://t.co/k3Gyn0zAMQ,2021-04-28T19:07:15.000Z,1387483569841377281,0.974338710308075,0.02065214514732361,0.005009212996810675,neg
5,5,210853185,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya",2021-04-28T18:51:52.000Z,1387479697102098432,0.06788884103298187,0.8522093892097473,0.07990171760320663,neu
6,6,97785024,@BODoficial Dias que no funciona el pagoexpress,2021-04-28T18:11:16.000Z,1387469477864955904,0.9956846237182617,0.0029431593138724566,0.0013722380390390754,neg
7,7,464832763,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya",2021-04-28T17:41:09.000Z,1387461901261713409,0.06788884103298187,0.8522093892097473,0.07990171760320663,neu
8,8,3413740095,@BODoficial buenos días cual son las oficinas abiertas Enel estado lara,2021-04-28T17:31:41.000Z,1387459516741136389,0.02338549681007862,0.6703476905822754,0.306266725063324,neu
9,9,268586098,@eichnerb @BODoficial @marcorubio @juliocmontoya Devuelvan nuestros ahorros.  Justicia ya,2021-04-28T16:54:38.000Z,1387450195382784001,0.3896614611148834,0.5872400403022766,0.02309856005012989,neu
10,10,1385275282064543744,@BODoficial este banco son unos ladrones estafadores no pueden confiar en ellos tengo las pruebas como me robaron y  nunca  devolvieron mi dinero #ladrones #estafadores #bodesunaestafa,2021-04-28T16:49:37.000Z,1387448931211223041,0.9957168698310852,0.002673666924238205,0.0016094724414870143,neg
11,11,2959224177,"@BODoficial @CobbroPOS Buenos días estimado BOD saludos cordiales, la presente es para solicitar informacion de cuales son los requisitos para adquirir un punto BOD. Agradezco de su valiosa atención de pasar la información a este correo: marcosmarquez160@gmail.com",2021-04-28T16:37:46.000Z,1387445949044305924,0.007121299393475056,0.28078463673591614,0.7120940089225769,pos
12,12,103844909,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya https://t.co/iZaVxAs0Vs",2021-04-28T16:26:23.000Z,1387443085429428230,0.07046405225992203,0.7738184332847595,0.15571756660938263,neu
13,13,1349179796819996675,"Estafados persisten en reclamos a entidades del venezolano Víctor Vargas, propietario del grupo BOD https://t.co/p7wi2A8SxU @Awwfreedom211 @Awwfreedom21 @xpr3s4me @BODoficial @segurosybanca @VBcOrinocoNVCur @luisalfdeborbon @USTreasury @TheJusticeDept @Europol",2021-04-28T16:24:59.000Z,1387442733116166148,0.9853677153587341,0.012064678594470024,0.002567525487393141,neg
14,14,1386343852156592132,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@JulioMontoya",2021-04-28T16:24:43.000Z,1387442664338083848,0.06788884103298187,0.8522093892097473,0.07990171760320663,neu
15,15,144882249,"Señores @BODoficial, así como fueron rápidos en captar clientes para abrirles cuenta en el #boibank, #allbank, #bancAmerica y #bancodelOrinoco, sean rápidos en devolver los ahorros a los más de 16.000 afectados que confiaron en ustedes
@marcorubio 
@juliocmontoya",2021-04-28T16:11:47.000Z,1387439412078948352,0.06788884103298187,0.8522093892097473,0.07990171760320663,neu
16,16,103844909,@BODoficial #bodmiente #BODDEVUELVANLOSAHORROS #BODnosRobanLosAhorros https://t.co/PgKTN6Aiva,2021-04-28T16:03:27.000Z,1387437314759090179,0.02552402764558792,0.9353136420249939,0.039162326604127884,neu
17,17,125413503,"El @BODoficial pidiéndome un poder notariado de mi papá que se murió!!! ¿Alooo? Él no sabía que se iba a morir.
Me ha ido mejor en las instituciones públicas de este país que con las privadas.",2021-04-28T15:35:40.000Z,1387430321029853188,0.05690106004476547,0.7906496524810791,0.15244930982589722,neu
18,18,1359931243,"@BODoficial Buenas tardes amigos de BOD escribo nuevamente por este medio en vista que no he tenido respuesta a mi problema, NO PUEDO UTILIZAR EL PAGO EXPRESS 
 Ya tengo en cuenta todos los  pasos para activar el pago express, pero resulta que la banca digital no se me activa",2021-04-28T14:43:59.000Z,1387417316271525891,0.9914484024047852,0.00739256152883172,0.0011590608628466725,neg
19,19,1377223818700333057,"Al realizar los trámites en el portal web del INTT, este te presenta los únicos MÉTODOS DE PAGO, disponibles #BDVEnLinea y 
@BODoficial

Nota: Si no posees ninguno por #BDVEnLínea un amigo o familiar puede hacerlo por ti  

#28Abr 
#AristóbuloPorSiempre

Via @INTToficial https://t.co/VyFJoasxq5",2021-04-28T14:32:36.000Z,1387414448634220547,0.009392760694026947,0.9790007472038269,0.01160657312721014,neu
20,20,366075666,"Al realizar los trámites en el portal web del INTT, este te presenta los únicos MÉTODOS DE PAGO, disponibles #BDVEnLinea y 
@BODoficial

Nota: Si no posees ninguno por #BDVEnLínea un amigo o familiar puede hacerlo por ti  
-
#TrabajamosParaTi #28Abr 
#AristóbuloPorSiempre https://t.co/QEZrAivdDV",2021-04-28T14:30:00.000Z,1387413796168343553,0.009109626524150372,0.9713502526283264,0.019540153443813324,neu
21,21,183474370,"@BODoficial Estoy tratando de desbloquear mi tarjeta y llamo y me sale sistema no disponible llevo toda la mañana en eso, solo necesito desbloquear la tarjeta por favor",2021-04-28T14:08:11.000Z,1387408306541666304,0.8223745822906494,0.17386390268802643,0.003761487314477563,neg
22,22,137896291,"@BODoficial @CobbroPOS BOD-PAGO EXPRESS BOD Por Bs.  1.800.000,00 cta **9215 el 10/04/2021 a las 9:07  Ref 723484 Si desconoce la operacion llama al 05019200000 o *263 desde su celular y cuántas veces debo colocar el reclamo",2021-04-28T12:48:31.000Z,1387388255839170570,0.01957757957279682,0.969579815864563,0.010842635296285152,neu
23,23,137896291,"@BODoficial BOD-PAGO EXPRESS BOD Por Bs.  1.800.000,00 cta **9215 el 10/04/2021 a las 9:07  Ref 723484 Si desconoce la operacion llama al 05019200000 o *263 desde su celular cuántas veces debo colocar el reclamo",2021-04-28T12:46:40.000Z,1387387790736957442,0.024222342297434807,0.9631597399711609,0.012617848813533783,neu
24,24,137896291,"@BODoficial BOD-PAGO EXPRESS BOD Por Bs.  1.800.000,00 cta **9215 el 10/04/2021 a las 9:07  Ref 723484 Si desconoce la operacion llama al 05019200000 o *263 desde su celul desde el 10 de abril espero respuesta para este pago que nunca llegó a su destino será posible",2021-04-28T12:45:57.000Z,1387387611237519363,0.28823769092559814,0.7023336291313171,0.009428722783923149,neu
25,25,365237957,"@BODoficial Buenos días amigos,cómo hago para poder hacer pagos por medio de sms? Gracias",2021-04-28T11:21:45.000Z,1387366422247088133,0.007802830543369055,0.987646222114563,0.0045508407056331635,neu
26,26,128586226,@rogeliotu @BODoficial No amigo dar respuesta a sus clientes no es parte del servicio,2021-04-28T08:34:30.000Z,1387324332217708545,0.9859870076179504,0.012500732205808163,0.0015122720506042242,neg
27,27,906394258957053952,@BODoficial gue pendiente algo mucho más importante y que me está afectando en esta época de pandemia y es saber que puedo disponer de mis ahorros del Banco del ORINOCO y de los intereses del Bono PDVSA 2022 .,2021-04-28T05:29:20.000Z,1387277730857684999,0.4170743227005005,0.5707993507385254,0.012126391753554344,neu
28,28,424242049,@descifradocom @BODoficial https://t.co/ZFn0XL3P1v,2021-04-28T03:30:09.000Z,1387247740522876929,0.008930951356887817,0.9505352973937988,0.04053378850221634,neu
29,29,44628138,"Clientes del @BODoficial puede pagar sus consumos con su cuenta en divisas

#consumo,#debito ,#Venezuela https://t.co/tw8yq40Ifp",2021-04-28T02:32:55.000Z,1387233335739666436,0.020400257781147957,0.9711280465126038,0.008471621200442314,neu
