,id,author_id,text,created_at
25,1387128604463702019,1262707990479671299,@BBVAProvincial buenas tardes que agencias estan laborando en carabobo?,2021-04-27T19:36:45.000Z
26,1387124052737810435,1333395308596895744,"@VanessaCid @ConsEspCaracas @bbva @BBVAProvincial Supuestamente las hacen efectivas mañana o pasado 🤞🙏 Buscando en la lupa del tema, encontré esa información en la cuenta @canariosmundo",2021-04-27T19:18:40.000Z
27,1387123292855808000,1328647276735197186,@BBVAProvincial Yo me quedo en casa pero necesito ponerme en contacto con ustedes y no contestan y el número de atención al cliente no da la opción de hablar con un operador por favor si hay otro número mandarlo al correo electrónico gitanoraul1962@gmail.com gracias de antemano,2021-04-27T19:15:39.000Z
28,1387113554130702345,31568767,@BBVAProvincial la plataforma no me permite modificar la clave vencida en internet. Tampoco deja usar la antigua. Y lleva a un loop vicioso que no resuelve el problema. No hay chat de Provinet ni número telefónico de ayuda. Qué hago? Están jugando con el dinero de la gente.,2021-04-27T18:36:57.000Z
29,1387112267158892548,115060858,"@BBVAProvincial Buenas tardes, quisiera información sobre la apertura de cuentas corrientes y que sucursal en Valencia está trabajando esta semana?",2021-04-27T18:31:50.000Z
30,1387108015204098053,2439157190,"@BBVAProvincial 
Buenas tardes no se puede confirmar las nominas del Banco Provincial, me puede informar que sucede?",2021-04-27T18:14:56.000Z
31,1387104190087012353,65169928,@BBVAProvincial Hola cuál agencia está trabajando hacia el municipio libertador en Caracas gracias,2021-04-27T17:59:44.000Z
32,1387102111293444102,108289585,@arepatecnologia Falta @BBVAProvincial que de ese paso de poderlo cambiar desde casa.,2021-04-27T17:51:29.000Z
33,1387098942836551689,115060858,"@BBVAProvincial buenas tardes, cuáles son los requisitos para aperturar una cuenta corriente? Y en qué sucursal de valencia puedo hacerlo?",2021-04-27T17:38:53.000Z
34,1387087696246579209,292406642,@BBVAProvincial Y las tarjetas de crédito para cuando.,2021-04-27T16:54:12.000Z
35,1387080851716988941,108177712,Muchas personas mayores cubren sus necesidades con la pensión mínima española @ConsEspCaracas. Dicen que el ministerio ya le depositó las pensiones para Venezuela al @bbva. Pero aún no se los abonan en sus cuenta en Venezuela. ¿Qué pasa con ese dinero? @BBVAProvincial,2021-04-27T16:27:00.000Z
36,1387080460682113028,108177712,"Aún los viejitos españoles pensionados en Venezuela están a la espera de su pensión trimestral @ConsEspCaracas, la oficina Laboral se desentiende diciendo que es problema del banco @bbva. Entonces, mi pregunta es ¿donde está el dinero? @BBVAProvincial",2021-04-27T16:25:27.000Z
37,1387069646029926406,110214495,"@BBVAProvincial buenas tardes amigos , que tiempo tardan en liquidar un credito pre aprobado ? Ya tengo un mes de espera , envie toda la documentación solicitada y aun nada . 
Que me recomiendan hacer ?",2021-04-27T15:42:28.000Z
38,1387069004183965696,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/yYojn3PRxj",2021-04-27T15:39:55.000Z
39,1387066614554796032,787749935831781376,"El call center de @BBVAProvincial en Venezuela da mucha risa proque los que atienden no son nada profesionales son tipo:

Hola si mi pana esa cuenta ya se perdió que vaina vale, porque no llamo antes, bueno nada que hacer saludos.",2021-04-27T15:30:26.000Z
40,1387058976420925443,323378898,@BBVAProvincial Hola tengo problemas para retirar mi tarjeta de débito en la oficina de La Urbina la pedí desde marzo y no abren en semana flexible. Cómo puedo hacer ? Gracias,2021-04-27T15:00:04.000Z
41,1387046597498839049,118505532,@BBVAProvincial cómo puedo solicitar información acerca de cuáles agencias están trabajando en Los Altos mirandinos en semana flexible? La agencia de la Cascada está cerrada y necesito hacer cambio de domicilio. Gracias,2021-04-27T14:10:53.000Z
42,1387046584613957649,858096192,"@BBVAProvincial Buenos días quería saber sobre los depósitos de la pensión española, no se han hecho efectivo para cuando, gracias",2021-04-27T14:10:50.000Z
43,1387037263914278914,1386421634526023680,"@BBVAProvincial @BBVAProvincial Buenos dias, saludos.. M puede informar si x aqui puedo desbloquear mi yarjeta de debito..?",2021-04-27T13:33:48.000Z
44,1387023754014994438,382193971,"@BBVAProvincial Buenos días si me pueden ayudar, cómo recupero la clave de operaciones especiales y porque me aparece en mi usuario que tengo la tarjeta bloqueada?",2021-04-27T12:40:07.000Z
45,1387014894810173440,1409165372,@BBVAProvincial https://t.co/YWi4ZE2PIX,2021-04-27T12:04:55.000Z
46,1386982105729671170,1725457843,@a_danielax @BBVAProvincial Si,2021-04-27T09:54:37.000Z
47,1386875309295816707,145713751,"@BBVAProvincial Buenas noches, mi tío un Sr de 80 años acaba de suspender el servicio de rescarven con cargo automático a su cuenta BBVA, quiere hacerles llegar la carta sellada por rescarven, fue a la agencia de la india, la de la pelota y no estaban trabajando, se podrá enviar a algún correo?",2021-04-27T02:50:15.000Z
48,1386854197753257987,324615073,@BBVAProvincial la sucursal de Charallave está trabajando en atención al cliente?,2021-04-27T01:26:21.000Z
49,1386830168895938565,57444237,@BBVAProvincial cuáles agencias están abiertas al público?,2021-04-26T23:50:52.000Z
50,1386827297362165762,65130265,@sanchezc4 @yelinkarol @SEstadoMigr @inclusiongob @BBVAProvincial creo que se reduce a ellos la respuesta.,2021-04-26T23:39:28.000Z
51,1386815587142283264,109366983,"@BBVAProvincial buenas tardes, tienen información de cuando depositan los fondos a los pensionados españoles? Gracias",2021-04-26T22:52:56.000Z
52,1386796947315494913,3384684009,@BBVAProvincial coño vale hasta cuando que abuso es ese,2021-04-26T21:38:52.000Z
53,1386796858056626179,3384684009,@BBVAProvincial  buenas tardes com quien debo d hablar para que no sigan cobrando esos seguros que noo quien coñl les dijo no consultan un coño ya van 2 veces en este mes,2021-04-26T21:38:31.000Z
54,1386782208250335233,1684908488,Qué pasa con la app de #dinerorapido de @BBVAProvincial ? No quiere hacer las operaciones,2021-04-26T20:40:18.000Z
55,1386775383362658304,365756287,"@BBVAProvincial @MovistarVe Necesito QUE ALGUIEN SE HAGA CARGO  Y ME ATIENDAAA 
Quiero que desbloqueen el piso de las tarjetas de crédito así puedo USARLAS  Y ME PIDEN clave y NO TENGO XQ NO TENGO CUENTA EN BBVA",2021-04-26T20:13:11.000Z
56,1386738589908848641,79268250,@BBVAProvincial buen día. Necesito renovar la tarjeta de débito. Puedo hacerlo en cualquier sucursal. Gracias,2021-04-26T17:46:58.000Z
57,1386736696113434629,1374713227402166272,@BBVAProvincial hola me encuentro fuera del país y están usando mí cuenta como haría para cambian todos mis datos y no la usen más,2021-04-26T17:39:27.000Z
58,1386735765061787651,1004038449907879937,@BBVAProvincial buenas tardes. Hace unos días realice un pago móvil a un cliente y nunca recibió el dinero más si me lo debitaron de mi cuenta. El viernes pasado un cliente me realizó una transferencia y el dinero nunca cayó. Quisiera saber que pasa. Tengo todos los comprobantes,2021-04-26T17:35:45.000Z
59,1386730595703787521,2492205404,@BBVAProvincial Por que no han colocado las sucursales que prestaran servicios esta semana. Así uno no pierde tiempo en el ruleteo bancario?,2021-04-26T17:15:12.000Z
60,1386729958240923650,143300384,@BBVAProvincial buenas tardes tengo una tarjeta de debito pero no m permite en provinet cambiar la clave q numero debo comunicarme,2021-04-26T17:12:40.000Z
61,1386715973739241475,218667408,@BBVAProvincial @VATCWeb @haypunto Buenas tardes como puedo hacer para cambiar mi nro telefónico a otro?? Ya que el registrado me fue suspendido.,2021-04-26T16:17:06.000Z
62,1386713213744697357,1303150440008298496,@BBVAProvincial @VATCWeb @haypunto Mentira es el 3.8% de lo que hagas y liquida todos los días sean bancarios o no  a las 6:00 AM de la mañana   mucho antes que cotizar el dólar,2021-04-26T16:06:08.000Z
63,1386705845644406790,2571967309,"@Sintrainces @silencioabs @eduardopiate2 @JCSantelizS @Wuikelman @nkcabrera @incesvzla @CentralASI @OITCinterfor @OITnoticias @CSA_TUCA @MPPEDUCACION @MinTrabajoVE @PresidencialVen @Defensoria_Vzla @ViceVenezuela #26Abril jugando al desgaste y a la necesidad d los trabajadores, @Wuikelman @nkcabrera nuevamente dejan a los cuenta nómina @BBVAProvincial sin quincena, mientras adelantan pagos a nóminas @BcodeVenezuela y @Banesco @NicolasMaduro @psuvaristobulo @mbachelet https://t.co/CeJDcTMrNi",2021-04-26T15:36:52.000Z
64,1386705628727373825,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/mDwOuY8Amg",2021-04-26T15:36:00.000Z
65,1386705137511641089,436308910,@mielpimienta @BBVAProvincial Hola. Cómo solventaste en ese caso?? Me pasó lo mismo 😿,2021-04-26T15:34:03.000Z
66,1386702437399027712,436308910,@BBVAProvincial Buenos días. Hice un pago movil de mi provincial al Venezuela y no ha caído el dinero. Por favor qué puedo hacer en ese caso,2021-04-26T15:23:19.000Z
67,1386697017880100874,147701996,"@BBVAProvincial Buenos días por favor que agencias están laborando? Necesito solventar mi problema con mi tarjeta de débito o nunca podré hacer transferencias ni pago movil, al llamar me dicen que debo ir a la oficina, correo ya envíe y no obtuve respuesta. Les agradezco me informen",2021-04-26T15:01:47.000Z
68,1386682921419948032,1625702810,@BBVAProvincial como cambio mi numero de teléfono asociado a mi cuenta porfa,2021-04-26T14:05:46.000Z
69,1386678509196783621,177345506,"@BBVAProvincial Imposible cambiar la clave de la tarjeta de débito. 
Por favor indicarme por privado que se debe hacer. https://t.co/03Wop0xuik",2021-04-26T13:48:14.000Z
70,1386675265942720519,1386674003721478151,"Replying to 
@BBVAProvincial
hola buenos dias, disculpa mi punto de venta al deslizar la tarjeta sodexo me lanza BIN INVALIDO quisiera saber como arreglo",2021-04-26T13:35:21.000Z
71,1386668147877482501,175746701,"@BBVAProvincial buenos días, por favor me informan cuánto es el monto máximo diario a retirar en sus cajeros?",2021-04-26T13:07:04.000Z
72,1386663340966137859,131813927,@BBVAProvincial buen día tendrán plástico necesito cambiar mi tarjeta de débito que esta vencida,2021-04-26T12:47:58.000Z
73,1386662087712247811,122548774,"@BBVAProvincial la aplicación Dinero Rápido tiene fallas. Hice una transferencia, el dinero fue debitado de mi cuenta pero nunca fue acreditado en la otra cuenta. ¿Quién me responde?",2021-04-26T12:42:59.000Z
74,1386661693653192707,122548774,"@BBVAProvincial Envié dinero a través de dinero rápido a una cuenta del bco mercantil, el dinero no llegó nunca y el reclamo no es procedente... Quién me repone mi dinero?",2021-04-26T12:41:25.000Z
75,1386661278085787651,127759522,@BBVAProvincial Buenos días. En que horario trabaja la oficina Araure Portuguesa esta semana?  Gracias de antemano.,2021-04-26T12:39:46.000Z
76,1386657371016007680,183039485,@BBVAProvincial Cómo obtengo mi clave de compra??,2021-04-26T12:24:14.000Z
77,1386653579268796419,183039485,@BBVAProvincial Buenos días. Es la misma app de dinero rápido que se usaba antes? O una nueva? Porque en Playstore no me sale,2021-04-26T12:09:10.000Z
78,1386495469568860166,263503639,@BBVAProvincial @VATCWeb @haypunto buenas noches para información sobre los requisitos,2021-04-26T01:40:54.000Z
79,1386486871564378116,108942272,@nacholacriatura @jesusmiranda @Norkys_batista @jguaido @UNICEF @opsoms @josyfernandez @bnc_corporativo @Banesco @BBVAProvincial @MercantilBanco @BcodeVenezuela @AsambleaVE,2021-04-26T01:06:44.000Z
80,1386473641072857088,137896291,@BBVAProvincial Buenas noches oficina que abren está semana,2021-04-26T00:14:10.000Z
81,1386462709844217861,2752909404,"¿Eres comerciante? ¿tienes tu cuenta en @BBVAProvincial? Afíliate a #PagoMóvil #C2P el proceso de compra es sencillo, rápido y dispones de los fondos de inmediato https://t.co/391zV2d8Al",2021-04-25T23:30:43.000Z
82,1386406987362095113,1167655800548003841,@BBVAProvincial @VATCWeb @haypunto Buen día que significa código 05,2021-04-25T19:49:18.000Z
83,1386384932965060622,2334963849,@BBVAProvincial @VATCWeb @haypunto Banco de porqueria llevo mas de 15 dias con el dinero bloqueado porque su puta página no deja acceder a la cuenta ESTO ME ESTA OCASIONANDO PERDIDAS A LA EMPRESA. HDP ESPAÑOLES,2021-04-25T18:21:40.000Z
84,1386366816268787719,1182337856746016769,@BBVAProvincial @VATCWeb @haypunto Era para saber cómo anular una recarga telefónica a un número Movistar,2021-04-25T17:09:41.000Z
85,1386352873710264323,866803709069623297,Malvada sea! Banco de pacotillas @BBVAProvincial Desde horas de la mañana estoy intentando cambiarle la clave a mi papa porque la tiene vencida pero después que llego a este punto NO ME SALE MAS NADA QUÉ HACER! Ni darle click a nada!!! Que barbaridad de sistema!!!! FUCK YOU! https://t.co/8PQ43MeiW8,2021-04-25T16:14:16.000Z
86,1386343226509086724,119624324,@Daniel46743042 @BBVAProvincial @VATCWeb @haypunto Pero bancamiga te clava como 9% diario de lo que facturas. Más alto que alquilar un punto,2021-04-25T15:35:56.000Z
87,1386339403082223619,51342365,Que desmejorado está @BBVAProvincial 🙄,2021-04-25T15:20:45.000Z
88,1386317210516402176,751171923112058880,@BBVAProvincial @VATCWeb @haypunto Buen día que precio tiene estoy interesada,2021-04-25T13:52:34.000Z
89,1386276545891864579,1303150440008298496,@BBVAProvincial @VATCWeb @haypunto Bacamiga  es mejor  mas imediata l a entrega de su punto de venta y lo puede adquirir pensona natural mucho otros productos que la banca tradicional,2021-04-25T11:10:58.000Z
90,1386173316050952195,701288017781256192,@BBVAProvincial cuál es el horario realmente para recargas o pago de servicios? https://t.co/E2kLGqYB4w,2021-04-25T04:20:47.000Z
91,1386172399402459147,779055889969885184,"@BBVAProvincial me pueden ayudar para resolver un problema de ineficiencia, mal trato a cliente, adulto mayor, mujer.",2021-04-25T04:17:08.000Z
92,1386135191656321029,1340822022964842496,"@BBVAProvincial BUENa,HACE TIEMPO ACTUALICE MIS DATOS Y NUMERO TELEFONICO DESPUES DE ESO NO ME FUNCIONA MI PAGO https://t.co/utOyZvuDfa SALE ESTE MENSAJE QUE DICE Q LOS DATOS ENVIADOS NO CUMPLEN CON LA ESTRUCTURA CORRECTA, POR FAVOR AGRADECERIA UNA PRONTA RESPUESTA YA Q ME URGE.",2021-04-25T01:49:17.000Z
93,1386065033260580868,243336196,@BBVAProvincial Buenas tardes Porqué me llegan mensajes a mi número de operaciones en provincial cuando yo no tengo cuenta en ese banco Y me dice que si no soy yo el de la operación Que llame al 02125039211,2021-04-24T21:10:30.000Z
94,1386055568507523080,147701996,"@Inmartorres @BBVAProvincial Si el problema es desplazarme más allá de mi zona, me es cercano La California o Los Dos Caminos. Veremos",2021-04-24T20:32:53.000Z
95,1386047621182201861,1269310357744562176,@BBVAProvincial hola en la actualidad cuánto tiempo tarda para hacerse efectiva una transferencia echa en horas del medio día de provincial a mercantil,2021-04-24T20:01:19.000Z
96,1386031934933962754,81676185,@beautifulcatira @BBVAProvincial Espera a la semana de flexibilización y el banco pone información de las oficinas que estarán trabajando,2021-04-24T18:58:59.000Z
97,1386031382045003777,147701996,@Inmartorres @BBVAProvincial El problema es que ni están abriendo las oficinas y entonces como hace uno,2021-04-24T18:56:47.000Z
98,1386020520974508036,81676185,@beautifulcatira @BBVAProvincial Así le sucedió a mi esposo y lo enviaron a la oficina donde abrió la cuenta.,2021-04-24T18:13:37.000Z
99,1385995142235148290,1317972274075607043,@BBVAProvincial Estimados amigos provincial me pueden ayudar a cambiar la clave de cajero y clave para comprar a mi tarjeta debito? Ya que he olvidado estas claves,2021-04-24T16:32:47.000Z
0,1385984600111861763,1366913186,@BBVAProvincial @VATCWeb @haypunto Si claro y el agente de cuentas que te atienden te dice son 800$ para dártelo no hay nada más ofensivo que está supuesta oportunidad,2021-04-24T15:50:53.000Z
1,1385966898521718786,427602684,@BBVAProvincial  Si la tarjeta está bloqueada  y la persona no posee el número está fuera del país como se puede hacer para poder desbloquearla?,2021-04-24T14:40:33.000Z
2,1385964979954888704,234845966,"@BBVAProvincial @VATCWeb @haypunto Buenos días, si no tengo Cuenta Jurídica con Uds, se puede Abrir ese mismo día? Saludos",2021-04-24T14:32:55.000Z
3,1385950560285757441,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/myMecrWsdX",2021-04-24T13:35:37.000Z
4,1385938897604124672,221565041,Cuando se podrá cancelar el servicio a través de la plataforma del @BBVAProvincial ??? https://t.co/n7ouksnLk5,2021-04-24T12:49:17.000Z
5,1385921780473335809,141405168,"@BBVAProvincial Buenos días, tengo más de un año intentando contactar con seguros provincial para actualizar unos datos y nadie me da respuesta, donde o con quien debo comunicarme para resolver la situación?",2021-04-24T11:41:16.000Z
6,1385801752512012294,1303811702522290176,@BBVAProvincial estoy haciendo una transferencia por internet y el banco no me lo permite sera por la hora?,2021-04-24T03:44:19.000Z
7,1385760690854633475,133188308,1/2 Así son los avances tecnológicos de los bancos públicos 😂 lanzamiento de aplicativo #BdvDigital récord de aplicación lanzada que no funciona . Se parece a los avances tecnológicos de @Banesco de @BBVAProvincial https://t.co/m9pn6fpQCb,2021-04-24T01:01:09.000Z
8,1385688525782327300,1370299843743256577,"@BBVAProvincial 
Buen día, me pudieran indicar en Nueva Esparta que agencias están operativas para semana flexible",2021-04-23T20:14:24.000Z
9,1385666755171917838,1216438938333741056,"BBVA, que obtuvo un beneficio de 1.305 millones en 2020, quiere echar a la calle a cerca de 4.000 empleados @bbva @BBVA_espana @BBVA_Mex @BBVAProvincial @bbva_peru @bbva_argentina @BBVAResearch @joseluisescriva @ierrejon https://t.co/auvFRvSZR6",2021-04-23T18:47:53.000Z
10,1385627600098402311,147701996,"Sres @BBVAProvincial soy bien clara en el tweet anterior indico que mande correo y aún así nadie me responde, de verdad necesito ayuda para solucionar mi problema",2021-04-23T16:12:18.000Z
11,1385612421738504195,99397428,Señores @BcodeVenezuela ¿qué sucede con las transferencias a otros bancos que no están llegando al día siguiente? Hace 3 días hice varias transferencias a @BBVAProvincial y a @TUBFC y aun no aparecen en cuenta pero si están debitadas.,2021-04-23T15:11:59.000Z
12,1385602908394295307,1349179796819996675,BBVA prevé el despido de casi 3.800 empleados y el cierre de 530 oficinas en España  https://t.co/4X9XbD4ejy @Awwfreedom211 @Awwfreedom21 @xpr3s4me @segurosybanca @bbva @bbvait_es @BBVAProvincial @Haciendagob,2021-04-23T14:34:11.000Z
13,1385600104036552712,851490138744074240,"@BBVAProvincial buenos días, podrían por favor informar que día tienen estipulado para los depósitos de pensión de los españoles.",2021-04-23T14:23:02.000Z
14,1385599265406341125,929092425020297218,@BBVAProvincial A donde me puedo comunicar? Agradecería la ayuda!,2021-04-23T14:19:42.000Z
15,1385599136389554181,929092425020297218,"@BBVAProvincial Hola. Estoy tratando de desbloquear mi provinet. Estoy en el exterior, he llamado al número de servicio al cliente en exterior pero no me permite hacer nada porque mi clave de la tarjeta está bloqueada. Y no puedo recibir mensajes al celular porque estoy fuera",2021-04-23T14:19:11.000Z
16,1385598099259801602,147701996,"@BBVAProvincial Buen día yo tengo problema con mi tarjeta de débito que sin querer la he bloqueado, llamé y automáticamente la operadora indica que debo ir a la oficina, fui la semana flexible en los Dos Caminos y cerrado, envíe correo y no tuve respuesta. Entonces como resuelvo?",2021-04-23T14:15:04.000Z
17,1385587999757541377,851490138744074240,"@BBVAProvincial buenos días, por favor podrían informar cuando depositan las pensiones para los españoles, Gracias",2021-04-23T13:34:56.000Z
18,1385587524077297665,157086242,Me parece un abuso de @BBVAProvincial que al recargar renta de movistar @AyudaMovistarVe @MovistarVe el monto minimo sea el doble de la renta que tengo que cancelar @sundde_ve,2021-04-23T13:33:03.000Z
19,1385565626782175237,495204544,@BBVAProvincial Pero de los teléfonos no podemos hacer transferencias...xq nos quitaron esa opción..no todos tenemos un teléfono inteligente con la aplicación del banco provincial...ayuden vuelvan a poner esa opción ..gracias,2021-04-23T12:06:02.000Z
20,1385452082958934016,1364057892140298241,@BBVAProvincial Saludos estoy en lo mismo como ago para desbloquear Targeta de DeVito ni por provilnet e podido,2021-04-23T04:34:51.000Z
21,1385434416655306755,1053809582,@elprofe_nelson @BBVAProvincial Buenas Noches como solvento este error tengo el mismo problema,2021-04-23T03:24:39.000Z
22,1385385683695591427,302781846,@BBVAProvincial DISCULPA CUANTO TIEMPO SE CAMBIA LA Clave DEL CAJERO AUTOMATICO. DE TARJETA DEBITO,2021-04-23T00:11:00.000Z
23,1385385619115937794,302781846,@BBVAProvincial DISCULPA CUANTO TIEMPO SE CAMBIA LA Clave DEL CAJERO AUTOMATICO. DE TARJETA DEBITO,2021-04-23T00:10:45.000Z
24,1385385519195082752,302781846,@BBVAProvincial DISCULPA CUANTO TIEMPO SE CAMBIA LA Clave DEL CAJERO AUTOMATICO. DE TARJETA DEBITO,2021-04-23T00:10:21.000Z
25,1385368328961728518,391745597,"@BBVAProvincial país. Vamos por más con nuestro propio pulmon #vamosquesipodemos #enlaunionestalafuerza
#nuestropais vzlaeselmejor",2021-04-22T23:02:03.000Z
26,1385366878583988224,391745597,"1/4Estamos en una situación donde el plan estratégico de cada empresa es una opción para seguir avanzando, se pone cuesta arriba en algunos momentos pero  el impulso de seguir creciendo @BBVAProvincial #vamosquesipodemos #enlaunionestalafuerza
#nuestropais vzlaeselmejor",2021-04-22T22:56:17.000Z
27,1385345689039867914,1184905587198480386,"@BBVAProvincial Buenas Tardes.
Hice un pago movil el dia de ayer el cual se me fue debitado, y no se le refleja a la persona en su cuenta, me ayudan a resolver por favor.",2021-04-22T21:32:05.000Z
28,1385341632871022593,1291501478780207106,@BBVAProvincial Buenas pase la tarjeta una vez y el banco me desconto el monto dos veces como hago para que regrese el dinero ami cuenta,2021-04-22T21:15:58.000Z
29,1385338656890699778,191684865,@BBVAProvincial cuál es el mecanismo que tiene para atender estafas? Cliente ubicado en Valera.,2021-04-22T21:04:08.000Z
