,Unnamed: 0,author_id,text,created_at,id,neg,neu,pos,score
0,0,3312459507,@BcodeVenezuela Buenas noches el banco no me permite movilizar las divisas comprada en el dicom 2018 necesito mi dinero #AFECTADOSDICOM @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T23:11:47.000Z,1387545105754738690,0.9954156875610352,0.003265677485615015,0.001318527851253748,neg
1,1,2887954847,"@BcodeVenezuela Hasta aquí llega, no pasa de aqui https://t.co/JiZVSiBqCs",2021-04-28T23:11:23.000Z,1387545007033311235,0.005357054062187672,0.9785417914390564,0.016101108863949776,neu
2,2,1030493446627360769,@BcodeVenezuela Hasta cuando banco Venezuela con las transacciones q se hacen x bdv en línea q dicen fallida y luego te descuentan el dinero,2021-04-28T23:05:14.000Z,1387543460094353416,0.9944477081298828,0.004485215060412884,0.0010671038180589676,neg
3,3,188499510,@BcodeVenezuela Me ha funcionado muy bien hasta ahora solo falta que puedas transferir a otros bancos y que sea compatible con iOS,2021-04-28T22:39:51.000Z,1387537070000906242,0.0029095476493239403,0.006355724763125181,0.9907346963882446,pos
4,4,1182083433675329536,@cmorlesVEN @BcodeVenezuela Tiene muchas fallas los Deco dice no tiene suscripción y voy a cancelar la facturación y dice identificador no encontrado,2021-04-28T22:39:37.000Z,1387537012669001739,0.9964354038238525,0.0023332571145147085,0.0012312685139477253,neg
5,5,133911013,@BcodeVenezuela Necesitamos nuestras divisas compradas legalmente por el sistema Dicom y que mantiene retenidas @BCV_ORG_VE @MinEcoFinanzas @TSJ_Venezuela @TarekWiliamSaab @JoseJMoralesU78 @SimonZerpaD,2021-04-28T22:35:17.000Z,1387535921353011207,0.10621854662895203,0.8883491158485413,0.005432352889329195,neu
6,6,1387211500146864130,"@BcodeVenezuela Sres. BDV desde 2018 tengo bloqueados mis dólares comprados con DICOM, den respuesta a ésto, hay demasiada necesidad con ésta pandemia, sean humanos con el pueblo! @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @josejmoralesu78 @simonzerpad",2021-04-28T22:33:27.000Z,1387535460269006849,0.9901540875434875,0.007231269031763077,0.002614728407934308,neg
7,7,1387211500146864130,"@BcoBicentenario La página caída todo el día, será que nuestro dinero se va perder igual que han hecho con nuestros dólares comprados legalmente con DICOM 2018? @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @BcodeVenezuela  @simonzerpad",2021-04-28T22:22:24.000Z,1387532679483174916,0.9961801767349243,0.002648396883159876,0.0011714436113834381,neg
8,8,1067078936843177984,"@MinEcoFinanzas @BcodeVenezuela Tengo dos reclamando que baje la aplicación la instale todo bien hasta el logo no me autentifica envié correos al ,@BcodeVenezuela  y nada que recibo una respuesta cordial en cuanto a la solución",2021-04-28T22:04:58.000Z,1387528290009821194,0.1400303989648819,0.8515481948852539,0.008421403355896473,neu
9,9,103364052,@BcodeVenezuela No puedo utilizar la app después de hace las autenticación se queda pegada y no entra imposible utilizarla,2021-04-28T22:01:39.000Z,1387527459411746817,0.9816869497299194,0.0166540015488863,0.0016590796876698732,neg
10,10,138451271,@GonzaloMachadoS @carlacol2 @VenezuelaSaime @BcodeVenezuela Gracias! Al tratar de hacerlo me Reflejó que ya había pagado 👍,2021-04-28T21:59:52.000Z,1387527006540206080,0.38659536838531494,0.6002151370048523,0.013189434073865414,neu
11,11,142433589,@cmorlesVEN @BcodeVenezuela #CantvLoHacePosible,2021-04-28T21:53:11.000Z,1387525324594982915,0.009387441910803318,0.8396356105804443,0.15097689628601074,neu
12,12,111057665,@BcodeVenezuela NO A LA ESTAFA DE LA BANCA PUBLICA A LOS ADJUDICADOS DEL DICOM ... NUESTRO DINERO YAAAA.....,2021-04-28T21:44:29.000Z,1387523136896262151,0.9903125762939453,0.007135416381061077,0.0025520005729049444,neg
13,13,94132617,"@BcodeVenezuela Liberen las divisas del Dicom, necesito el dinero, hasta cuándo van a retener ese dinero ya van más de 3 años",2021-04-28T21:39:26.000Z,1387521864776433669,0.945440411567688,0.04884622246026993,0.00571338040754199,neg
14,14,755409750,@BcodeVenezuela  Agencia 471 el Carmen excelente atención y servicio.  Gracias,2021-04-28T21:34:11.000Z,1387520545521119241,0.002562230918556452,0.012064965441823006,0.9853728413581848,pos
15,15,1338214890675298312,"@ExClesa @BcodeVenezuela Estos son los datos de mi empresa
EL ANGELO ORIGINAL C.A
RIF: J-500528680
NUMERO DE AFILIADO 75410298 
CONTACTO 
angelonieves9@gmail.com
TLF 04124838086 
QUE PASEN BUENAS TARDES Y QUE DIOS LES BENDIGA",2021-04-28T21:25:36.000Z,1387518384850472968,0.05231257528066635,0.4003419876098633,0.5473454594612122,pos
16,16,141979306,@BcodeVenezuela Sólo funciona en Android 8.0 y los más nuevos los que tienen android inferior que nos muerda el perro ;/,2021-04-28T21:20:10.000Z,1387517019164233729,0.7472206950187683,0.2482939213514328,0.004485370125621557,neg
17,17,1338214890675298312,@ExClesa Hola buenos dias amigos @ExClesa necesito que por favor me ayuden adquirir un equipo biopagobdv ya que tengo cuenta y codigo de afiliación @BcodeVenezuela   y en reiteradas oportunidades desde hace 5 meses he enviado la solicitud ventas@biopagobdv.com y no hay disponibilidad.,2021-04-28T21:17:17.000Z,1387516291846713351,0.6201146245002747,0.3738686740398407,0.006016721948981285,neg
18,18,1303814505865109504,@BcodeVenezuela Buenas tardes porque el banco no me permite movilizar mis divisas compradas en el dicom en el 2018 necesito mi dinero #AFECTADOSDICOM @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad,2021-04-28T21:04:52.000Z,1387513167450882053,0.9956529140472412,0.003045089542865753,0.0013018762692809105,neg
19,19,175283792,"@BcodeVenezuela Tenemos años con divisas retenidas del sistema DICOM en esta entidad bancaria. EXIGIMOS que activen las mesas de cambio, necesitamos una solución pronta.@BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @SimonZerpaD",2021-04-28T21:03:59.000Z,1387512944242593793,0.37431952357292175,0.615401566028595,0.010278934612870216,neu
20,20,111057665,@BcodeVenezuela NO A LA ESTAFA DEL BANCO DE VENEZUELA A LOS ADJUDICADOS DEL DICOM 2018... NUESTRO DINERO YAAAA..... BASTA DE ABUSOS,2021-04-28T21:02:05.000Z,1387512468679892998,0.8484477400779724,0.13520361483097076,0.016348611563444138,neg
21,21,305187789,"@BcodeVenezuela Buenas tardes necesitamos solventar sobre nuestras divisas retenidas del dicom, queremos usarlas por menudeo o tarjetas ya vamos para 2 años con este problema",2021-04-28T21:01:33.000Z,1387512333199683587,0.8590962290763855,0.1367381513118744,0.004165602382272482,neg
22,22,4824556899,@j_rodriguez30 @BcodeVenezuela Debes registrar la cuenta dentro del mismo bdvenlinea,2021-04-28T20:55:38.000Z,1387510845383532546,0.008485479280352592,0.9836487770080566,0.007865636609494686,neu
23,23,1206771071007019008,"@BcodeVenezuela ¿Cuándo van a desbloquear las cuentas en doláres de los #afectadosdicom de los bancos @BcodeVenezuela  @bcodeltesoro  @bicentenario ? permitan que podamos venderlos a través del menudeo,  por favor . BUSQUEN UNA SOLUCION A ESTE PROBLEMA, NO NOS IGNOREN @BCV_ORG_VE",2021-04-28T20:47:39.000Z,1387508835078844419,0.9820609092712402,0.015493934042751789,0.002445121994242072,neg
24,24,1303814505865109504,@BcodeVenezuela Buenas tardes mis divisas compradas en el dicom me la tienen retenidas y no me la permiten movilizar por ningun medio necesito ese dinero @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad #AFECTADOSDICOM,2021-04-28T20:43:34.000Z,1387507806627115008,0.9960891008377075,0.0027467512991279364,0.001164110261015594,neg
25,25,1286371094350438401,@cmorlesVEN @ANDR3Z77 @BcodeVenezuela Justicia aunque perdí la señal y no logro volver activarlo me cobran 7$ a 10$ para activarme la antena 🤦😭📡🛰️,2021-04-28T20:39:50.000Z,1387506866050174990,0.829818606376648,0.16749577224254608,0.002685635583475232,neg
26,26,1206771071007019008,"@EneidaLayaPsuv @ViceVenezuela @PartidoPSUV @Mippcivzla @VTVcanal8 @MinComNacional @sundde_ve @almacaracas @CalidadEsVida @CassVzla @Conatel Excelente! Y será  que nos pueden echar una manito a los #afectadosdicom de los bancos @BcodeVenezuela  @bcodeltesoro  @BcoBicentenario, ya que no podemos movilizar nuestra cuenta en doláres y necesitamos el dinero para sobrevivir a esta pandemia @BCV_ORG_VE",2021-04-28T20:34:31.000Z,1387505530369892358,0.9871820211410522,0.010804702527821064,0.002013306599110365,neg
27,27,1351496425994153984,"@BcodeVenezuela Buenas tardes, para cuando los ajustes a las TDC ?",2021-04-28T20:17:28.000Z,1387501240700084225,0.018290139734745026,0.971233606338501,0.010476191528141499,neu
28,28,140653553,"@BcoBicentenario Exigimos nuestras divisas retenidas injustamente del DICOM desde el año 2018. No más burlas al pueblo. Son nuestros únicos ahorros y los necesitamos urgente 
@sudebaninforma
 
@BCV_ORG_VE
 
@BcodeVenezuela
 
@TarekWiliamSaab
 
@TSJ_Venezuela",2021-04-28T20:11:23.000Z,1387499707799375877,0.8221473097801208,0.16571317613124847,0.012139551341533661,neg
29,29,178420785,"@BcodeVenezuela Todos los bancos han dado soluciones sobre las Divisas obtenidas por medio de Dicom menos los bancos nacionales @BCV_ORG_VE @sudebaninforma @minecofinanzas @tsj_venezuela @tarekwiliamsaab @josejmoralesu78 @simonzerpad SE ESTAN HACIENDO LOS LOCOS, QUEREMOS NUESTRAS DIVISAS",2021-04-28T20:10:40.000Z,1387499527981121536,0.14250968396663666,0.4992406666278839,0.358249694108963,neu
30,30,224208567,"@BcoBicentenario #AFECTADOSDICOM Entreguen nuestras divisas retenidas del DICOM desde el año 2018, hasta cuando debemos esperar, queremos una solución ya. @sudebaninforma @BCV_ORG_VE @BcodeVenezuela @TarekWiliamSaab @TSJ_Venezuela",2021-04-28T20:07:50.000Z,1387498813489917953,0.11059699952602386,0.871107816696167,0.01829511858522892,neu
31,31,140653553,"@BcodeVenezuela Exigimos nuestras divisas retenidas injustamente del DICOM desde el año 2018. No más burlas al pueblo. Son nuestros únicos ahorros y los necesitamos urgente 
@sudebaninforma
 
@BCV_ORG_VE
 
@BcodeVenezuela
 
@TarekWiliamSaab
 
@TSJ_Venezuela",2021-04-28T20:06:29.000Z,1387498474665566208,0.8221473097801208,0.16571317613124847,0.012139551341533661,neg
