,text,created_at,author_id,id
30,Alguien sabe hasta que hora están trabajando las agencias de @MercantilBanco ?,2021-04-28T15:45:47.000Z,117482013,1387432865949011969
31,@MercantilBanco Buenos dias ... como saber que telefono celular tengo asociado al banco mercantil ? Me informan,2021-04-28T15:37:13.000Z,107881250,1387430713054617610
32,"@MercantilBanco  ladrones y buenos para nada!! Pague el jueves pasado la factura de CANTV desde su plataforma, me quitaron el dinero y aún está la deuda, ME CORTARON EL TELÉFONO POR SU CULPA abusadores y puse el reclamo y hasta el sol de hoy nada!",2021-04-28T15:31:34.000Z,788798347918372864,1387429287788228608
33,@MercantilBanco buenos dias como puedo actualizar los datos sin ir a las oficinas ? Me informa ?,2021-04-28T15:30:23.000Z,107881250,1387428991846469643
34,"@MercantilBanco Buen día , cuándo abrirá la oficina de San Juan de Los Morros , Guárico? Gracias de antemano por responder",2021-04-28T15:11:33.000Z,510671527,1387424253457444870
35,Muy bonitos los correos pero prefiero plata @MercantilBanco @Banesco,2021-04-28T15:06:58.000Z,764384734550102016,1387423099168120832
36,"@MercantilBanco por favor, podrían informar si su oficina en C.C. BUENAVENTURA, fue cerrada definitivamente?",2021-04-28T15:06:46.000Z,142877619,1387423050547830798
37,@MercantilBanco Sres mercantil desde hace varias semanas les escribi referente a mi imposibilidad de pagar impuestos hasta una captura de pantalla les envie al privado y no he tenido respuesta alguna,2021-04-28T14:17:12.000Z,191271820,1387410575253254150
38,#28Abr| Desde el @MercantilBanco asistimos a nuestro adultos  ¡Para @ivss_oavlp nuestros adultos mayores son importantes! @NicolasMaduro @MagaGutierrezV #IVSS #OAIvss @ivssoficial #AristóbuloPorSiempre https://t.co/UzBid7zSlt,2021-04-28T14:15:59.000Z,2934088562,1387410268939071490
39,@MercantilBanco Quiero una cuenta en moneda extranjera.,2021-04-28T13:34:14.000Z,573140642,1387399760018083844
40,@CorpoelecInfo @CorpoelecInfo  tengo cuenta en @MercantilBanco  y me dice que no tengo deuda y eso es falso pues ya yo tengo el monto. Qué debo hacer?,2021-04-28T12:28:32.000Z,137920609,1387383227896184832
41,"@MercantilBanco @AyudaMovistarVe @MovistarVe Gracias por responder, pero sigo en lo mismo, sin saldo en el teléfono y con el pago debitado de mi cuenta, @ayudamovistar mencionando a @mercantilbanco y viceversa, ni uno ni otro solucionan",2021-04-28T11:27:31.000Z,57176102,1387367874168332289
42,@MercantilBanco Claro ponen una lista y como se llega hasta esos bancos sin dinero para pagar el pasaje. O creen que eso es gratis. El más cercano y único de el Hatillo esta en el centro comercial y tienen 1 mes cerrados,2021-04-28T09:32:46.000Z,1294061679291117568,1387338994388815873
43,@Gustavo77023761 @MercantilBanco ya la cambiaste?,2021-04-28T08:11:47.000Z,1157832394600341504,1387318614479486978
44,@salaprensaCantv @MercantilBanco @BcodeVenezuela Hice mi registro pague mi deuda por el banco Venezuela y ahora me cortaron la señal y dice no tiene suscricion en todos los canales que puedo hacer,2021-04-28T05:46:49.000Z,1218414350748262401,1387282132016500738
45,@MercantilBanco Buenas noches si estoy interesada en abrir una cuenta electrónica con el banco Mercantil,2021-04-28T02:51:38.000Z,1110492038,1387238048249827331
46,@gatflaca @MercantilBanco Yo. Que tengo en ahorro. Ayuda,2021-04-28T01:39:34.000Z,140510708,1387219910347173888
47,@MercantilBanco yo,2021-04-28T01:28:52.000Z,106296205,1387217219067777028
48,Alguien más tiene problemas para recargar Digitel desde la app de @MercantilBanco? #Mercantil #Digitel,2021-04-27T23:54:42.000Z,74900488,1387193521376014337
49,"@MercantilBanco Saludos, quiero hacer una apertura de cuenta está semana y me sale que fecha de disponible es el 01/05/2021 y cae día Sábado. Como haría en ese caso? Soy del Estado Apure.",2021-04-27T22:03:38.000Z,1165308914155569152,1387165568340480000
50,"@MercantilBanco Buenas tardes, desde el mes de noviembre 2020 tengo problemas con mi tpago. Mercantil no me ha solucionado solo me pelotean de la Oficina para CAM y del CAM a Mercan24 , he hecho todo lo que me han dicho(Eliminar tpago y volver a configurar) y Nadie me soluciona.",2021-04-27T21:44:53.000Z,1387111076559527942,1387160851510091779
51,@MercantilBanco,2021-04-27T21:37:14.000Z,1387111076559527942,1387158923266904067
52,"@MercantilBanco Buenas tardes Srs. Banco mercantil 
Hay alguna manera de desbloquear el usuario via online? Que no sea por la clave temporal que la línea movistar nunca envía a tiempo.??
Sin exageración he tratado de solicitar el desbloqueo unas 30 veces y la clave nunca llega a tiempo",2021-04-27T21:13:48.000Z,1189997040278917122,1387153029372252162
53,@MercantilBanco Gracias por su atención la morita,2021-04-27T19:54:22.000Z,139058752,1387133036819582977
54,@MercantilBanco Puedo abrir una cuenta virtual es decir sin tener que hacer acto de presencia?,2021-04-27T19:48:49.000Z,3569847796,1387131641269735426
55,@MercantilBanco Graciassss,2021-04-27T19:45:47.000Z,182975153,1387130878686633990
56,@MercantilBanco necesito que me ayude no puedo hacer pago movil desde mi mercantil en linea  he echo de todo lo que me dice  por atención al cliente y nada,2021-04-27T18:51:08.000Z,1387111076559527942,1387117124745928704
57,@MercantilBanco Ninguna están abriendo incluyendo la de Maiquetía,2021-04-27T18:43:31.000Z,1708094628,1387115207596642306
58,@MercantilBanco o,2021-04-27T18:40:29.000Z,69072194,1387114446175313922
59,@MercantilBanco,2021-04-27T18:39:17.000Z,69072194,1387114141186408452
60,@MercantilBanco escribo por aqui montrado mi queja de no poder hacer pago movil por mi mercantil el linea o desde mi tlf  he enviado correos he llamado y he ido al centro mas cercano y no me han solucionado,2021-04-27T18:29:11.000Z,1387111076559527942,1387111599870251010
61,"@MercantilBanco buenas tardes, que debo hacer para poder aumentar el límite de mis TDC ?",2021-04-27T18:01:08.000Z,601856885,1387104539648667649
62,@MercantilBanco requiero hacer un pago electrónico para una sucesión.  La plataforma del banco permite imprimir ese pago? Es seguro?,2021-04-27T18:00:24.000Z,49336014,1387104354910539778
63,@MercantilBanco estoy afiliado a t pago no puedo hacer pago movil en la pagina de inter y en mi telefono no veo los contactos que hago,2021-04-27T17:52:39.000Z,1387101068853714950,1387102405041524742
64,"@MercantilBanco buenas tardes. Estoy tratando de recargar saldo a un celular Movistar desde mi cuenta mercantil, pero me dice que no pueden procesar mi operación, que lo intente más tarde. Tienen algún problema con Movistar? Que puedo hacer? Me urge recargar el saldo.",2021-04-27T17:34:08.000Z,32323041,1387097747665391617
65,@libilis1 @MercantilBanco Ni a mi,2021-04-27T17:10:12.000Z,76481335,1387091723269115904
66,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta pronto. Gracias",2021-04-27T16:58:04.000Z,150414418,1387088671808045057
67,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta. Gracias 27/4/2021",2021-04-27T16:26:25.000Z,150414418,1387080705008672777
68,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, ojalá puedan ofrecer respuesta.",2021-04-27T16:25:36.000Z,150414418,1387080501035470854
69,"@MercantilBanco Saludos, a mí me arroja Error 5205003, intento ingresar al pago móvil de una cuenta jurídica por primera vez, por favor me pueden ayudar?",2021-04-27T16:23:47.000Z,150414418,1387080042023428096
70,"@MercantilBanco Buenos días, señores @mercantil,por favor actualizen el límite mensual a recargar los tlf, no puede ser q intentes recargar y te salga q ya tu limite mensual está lleno, por favor tan caros q están los megas 😡😡😡😡😡😡😡😡😡😡😡😡",2021-04-27T16:10:47.000Z,461336971,1387076770449461252
71,@MercantilBanco Buenos días ¿cuando abriran la agencia ubicada en la UCAB?,2021-04-27T15:52:00.000Z,25820025,1387072043074588675
72,"@MercantilBanco Mercantil no envía mensajitos de texto cuando se hace efectivo un pago móvil? ? Es raro,  pero nunca me ha llegado uno,  como por ejemplo avisa Bco Vzla.",2021-04-27T15:45:05.000Z,63485645,1387070302665027586
73,@MercantilBanco buenos días para atención por liberaciones de hipoteca correos o números telefónicos,2021-04-27T15:09:23.000Z,158874117,1387061320248401925
74,"@MercantilBanco Buenos dias porque no puedo hacer pagos móviles por la aplicacion, a veces no me sale la cuenta, y otras llega hasta la clave telefonica y no sale.",2021-04-27T14:24:42.000Z,1369662806,1387050074329391106
75,"@fjbastidas @MercantilBanco @MovistarVe Me ocurrió. Pagué por la Página, Mi Movistar, con tarjeta debito mercantil. Me hicieron el débito y no lo acreditaron a mi cuenta tv. Hice el reclamo y lo cerraron si resolver. 12 millones perdidos y ahora no puedo volver a pagar porque quitaron la opción depagar con  tanta dbto",2021-04-27T13:15:10.000Z,106449299,1387032577551261700
76,@MercantilBanco realicé recarga de @AyudaMovistarVe @MovistarVe desde el domingo y a 3 días ni tengo el saldo en mi línea ni tengo el dinero en mi cuenta. Para cuando van a solucionar ???????????????,2021-04-27T12:54:11.000Z,57176102,1387027295936909314
77,@MercantilBanco buen día... necesito saber el número de cuenta corriente completo y no tengo la chequera a mano,2021-04-27T12:48:33.000Z,103671092,1387025876693491717
78,"@MercantilBanco Buenos días, por qué cuando me hacen un TPago (Pago móvil) no me llega mensaje de texto o correo electrónico indicándome la operación?",2021-04-27T11:24:47.000Z,357015283,1387004796994048001
79,@MercantilBanco Ok y que hago para poder octener mi tarjeta de débito,2021-04-27T09:48:11.000Z,3810611476,1386980485348352001
80,"@MercantilBanco Me parece excelente el haber incluido en Tpago, la modalidad de pago por mensaje de texto, y esta fabuloso el agregar el destinatario a través de un QR nos evita cometer el error al ser escrito por nosotros mismo. Felicitaciones",2021-04-27T07:26:38.000Z,170325456,1386944863573250049
81,@MercantilBanco Mi tarjeta de debito llave mercantil no sirve; ¿Puedo ir a una oficina esta semana para que me otorguen una nueva?,2021-04-27T06:21:18.000Z,1157832394600341504,1386928424640466948
82,@MercantilBanco Necesito una llave mercantil nueva.¿hay disponibles?,2021-04-27T06:18:57.000Z,1157832394600341504,1386927831733653505
83,@MercantilBanco buenas noches!!! He querido comunicarme con uds desde el jueves. A mí hermana se le bloqueo la tarjeta en un punto de venta y no hemos podido resolver. A qué número me debo comunicar con un operador??? gracias!!!,2021-04-27T00:46:56.000Z,158063180,1386844275040821255
84,"@MercantilBanco Lo que necesitamos todos los que tenemos cuenta en ese banco es que activen los cajeros en maracay, tiene tiempo que ningún cajero funciona.",2021-04-26T23:36:22.000Z,769617126,1386826518811271169
85,"@SmayAnnesmay @MercantilBanco La locura con esta pandemia t dicen q debes ir a una oficina con foto copia de cédula,carta d trabajo y otras cosas locas q no recuerdo simplemente  para cambiar un número telefónico poco  práctico este banco.",2021-04-26T22:03:35.000Z,1589900095,1386803169594851330
86,@MercantilBanco Buenas tardes cuanto es el monto máximo para retirar por taquillas y cajeros automáticos?,2021-04-26T21:16:19.000Z,170357136,1386791272568983552
87,"@MercantilBanco hola, cómo desbloqueo el acceso a la banca móvil..",2021-04-26T20:53:37.000Z,128037530,1386785561403351043
88,@MercantilBanco Buenas tardes! La nueva modalidad para realizar tpago por mensajes de textos debe ser de Mercantil a Mercantil?,2021-04-26T20:53:25.000Z,158809640,1386785510509662212
89,@MercantilBanco Cómo hacer transacción de Tpago por sms?,2021-04-26T20:33:28.000Z,1959444462,1386780487902023681
90,@MercantilBanco Hola no he podido cambiar el número de tlf para disfrutar del servicio,2021-04-26T20:25:14.000Z,2298435044,1386778418696630273
91,"@MercantilBanco buenas tardes, actualmente hay algún problema para ingresar en mercantil empresas? Estoy intentado y es imposible conectar",2021-04-26T20:07:40.000Z,73759152,1386773995870162945
92,@BcodeVenezuela Liberen las Divisas Dicom!! Queremos solución @SudebanInforma @BCV_ORG_VE @BcodeVenezuela @la_patilla @ElNacionalWeb @lanacionweb @globovision @descifradocom @elestimulo @DolarToday @ANAUCO @elimpulsocom @TachiraNoticias @TachiraNews @MercantilBanco @mercadosyaccion,2021-04-26T20:04:06.000Z,190265453,1386773099429998594
93,@MercantilBanco Gracias...!!!,2021-04-26T19:41:31.000Z,538168349,1386767414004748293
94,@fjbastidas @MercantilBanco @MovistarVe Esperas sentado la respuesta.,2021-04-26T19:29:59.000Z,2998385038,1386764514381778947
95,buenas tardes quien me da repuesta de esto aun no tengo la recarga en el deco movistar y en mi cuenta bancaria se encuentra ambas debitadas @MercantilBanco @MovistarVe https://t.co/a1oT9LgJ06,2021-04-26T18:53:09.000Z,188510920,1386755242679808003
96,"@MercantilBanco bueno tardes saludos a todos por favor indícame oficina Caracas operativas .
Gracias",2021-04-26T18:50:41.000Z,538168349,1386754622057033729
97,@MercantilBanco Cuando vuelven abrir la oficina de Cabudare? o por lo menos que los cajeros del Centro Comercial Terepaima tengan dinero.,2021-04-26T17:51:25.000Z,2382245114,1386739707669884929
98,@MercantilBanco buenas tardes cuál es el monto mínimo de divisas que se puede comprar en operaciones al menudeo?,2021-04-26T17:31:07.000Z,832161074686345216,1386734600723046404
99,"#ViveLaNoticia | Nacionales | El director del Saime, Gustavo Vizcaíno, informó que en los próximos días habilitarán el @MercantilBanco ,@credicardvzla,@bnc_corporativo como nuevas plataformas de pago para tramitar el pasaporte, cuya vigencia se extendió a 10 años desde el #15Abr. https://t.co/VS0dEnxo0S",2021-04-26T16:33:27.000Z,1280192706929733632,1386720088422862852
0,"@MercantilBanco Buenas tardes, algún cajero con efectivo???",2021-04-26T16:21:21.000Z,177264197,1386717043660099597
1,@MercantilBanco buenos dias para cambiar mi llave mercantil tiene el chip dañado cuales serian los pasos,2021-04-26T15:22:20.000Z,1335888298787696640,1386702189591158788
2,@MercantilBanco Buenos días. Cuál sería el procedimiento para liberar una hipoteca?,2021-04-26T14:22:23.000Z,71123144,1386687103959027713
3,"@MercantilBanco Saludos. En las Mercedes cuál?
#tolon no abre",2021-04-26T14:19:57.000Z,50094726,1386686490088984579
4,"@MercantilBanco el hacer un pago móvil por la aplicación a veces se vuelve una ladilla, no carga la cuenta, no carga el usuario todo un caos.",2021-04-26T14:15:24.000Z,1369662806,1386685345157296128
5,@MercantilBanco Solicitamos la inclusión del territorio Esequibo en el mapa publicado. Gracias,2021-04-26T14:07:17.000Z,37703312,1386683301809856517
6,Son las 10 de la mañana y @MercantilBanco sigue mudo. No se sabe cuándo van a levantar su plataforma. Y menos aún informarles a los clientes qué pasó,2021-04-26T14:06:12.000Z,89022840,1386683029440040964
7,Sigue caída la plataforma de @MercantilBanco . Clientes paralizados,2021-04-26T13:59:50.000Z,89022840,1386681426553225217
8,@MercantilBanco amaneció apagado? No se puede ingresar ni por la PC ni por el teléfono,2021-04-26T13:00:48.000Z,89022840,1386666571662254086
9,@MercantilBanco Agradecida por la informacion feliz semana,2021-04-26T11:35:19.000Z,887348506444353538,1386645060347994112
10,@MercantilBanco Buenos días la agencia de la avenida Libertador de Barquisimeto la eliminaron?,2021-04-26T11:20:28.000Z,887348506444353538,1386641322669494282
11,@MercantilBanco Buenos días están recibiendo solicitudes apertura de cuenta? Gracias,2021-04-26T11:11:56.000Z,184887725,1386639175789727744
12,@MercantilBanco una pregunta en ese mapa tendría que estar el Esequibo  @AntroCanal,2021-04-26T11:08:31.000Z,129625799,1386638316024569859
13,@MercantilBanco Buenos días quiero saber que oficinas estarán abiertas hoy en Carabobo,2021-04-26T10:48:53.000Z,2336864258,1386633372706000899
14,@MercantilBanco Imagino que abren las oficinas de el Hatillo llevan 3 semanas cerrados. Es el único de la zona,2021-04-26T10:33:38.000Z,1294061679291117568,1386629538046676994
15,"@MercantilBanco Buenos días, imagino que el mercantil de el Hatillo abre esta semana porque ya van 3 semanas cerrados. Y es el único de la zona.",2021-04-26T10:31:59.000Z,1294061679291117568,1386629123305611264
16,@MercantilBanco Siempre se han caracterizado por ser una empresa eficiente... Que pasa con la liberación de los creditos hipotecarios.. Desde enero esperando y nada de respuestas..,2021-04-26T02:00:23.000Z,4383656735,1386500374421458950
17,"@MercantilBanco Buenas noche, Precio del punto de venta por favor. Saludos!",2021-04-26T01:07:53.000Z,1043260279,1386487160019300355
18,@nacholacriatura @jesusmiranda @Norkys_batista @jguaido @UNICEF @opsoms @josyfernandez @bnc_corporativo @Banesco @BBVAProvincial @MercantilBanco @BcodeVenezuela @AsambleaVE,2021-04-26T01:06:44.000Z,108942272,1386486871564378116
19,@MercantilBanco Hay alguna forma de cambiar el número afiliado de manera online ?,2021-04-26T00:11:36.000Z,810315326105784321,1386472998450962432
20,@rboada958 @MercantilBanco X2 también. Necesito hacer lo mismo,2021-04-26T00:10:37.000Z,810315326105784321,1386472751226138628
21,"@MercantilBanco Buenas noches estimados, estoy interesado en tener cuenta mercantil",2021-04-25T23:22:43.000Z,1380879351508561920,1386460693986254851
22,@MercantilBanco Cómo se puede activar la tarjeta de coordenadas si estoy fuera del país,2021-04-25T20:13:20.000Z,150493604,1386413036743843841
23,@MercantilBanco Diferencias de esta cuenta corriente electrónica que abrirla en en banco?,2021-04-25T17:50:09.000Z,39697919,1386377001192284165
24,@Dereckb @MercantilBanco @credicard @bnc_corporativo @venevision Con hablan de platica buscan lo que se para cobrar. Pero para lo demas ponen trabas y enredan el papagayo.,2021-04-25T16:47:46.000Z,86724676,1386361301962735616
25,@MercantilBanco Yo escribí y me pide que entregue los papeles en el banco y luego la aperturan? Pensé que era llenar la planilla escanear documentos y listo. Porque complican todo. Entonces es mentira que se puede abrir en línea,2021-04-25T16:36:42.000Z,128624915,1386358517091737604
26,@MercantilBanco quiero una electrónica sin tanto papeleo,2021-04-25T16:25:54.000Z,106296205,1386355798960443396
27,@MercantilBanco yoooo,2021-04-25T16:25:17.000Z,106296205,1386355646220705792
28,@MercantilBanco Puedo abrir cta en $ electrónica desde la comodidad de mi hogar?,2021-04-25T16:24:37.000Z,490837198,1386355476636573697
29,@MercantilBanco Buenas tardes. Me pueden informar si estan aceptando y por supuesto aprobando aumento en los limites de  de las tarjetas de redito,2021-04-25T16:02:19.000Z,185324969,1386349866578743296
30,"@MercantilBanco Buen día, hay alguna forma de cambiar el número de teléfono vía online? Perdí el número asociado al Tpago y tengo el usuario de mercantil en línea bloqueado.",2021-04-25T15:47:34.000Z,346336654,1386346150647717891
31,@salaprensaCantv @MercantilBanco @BcodeVenezuela BUENOS DIAS SOY USUARIO DE CANTV Y CANCELE MIS FACTURAS TANTO DEL MES PASADO Y DE ESTE MES Y NO SE ME VISUALIZAN LOS CANALES  LE HE ESCRITO A LOS CANALES DE ATENCION QUE DAN POR WHATSAPP Y LO QUE HACEN ES IGNORAR A UNO DICEN QUE HAY QUE ESPERAR  QUE LO ATIENDAN Y TENDO 2 SEMANAS,2021-04-25T15:13:51.000Z,1320729248311746561,1386337668309692417
32,"@Dereckb @MercantilBanco @credicard @bnc_corporativo @venevision Nos están quitando dinero del banco Vzla, sin actualizar los pagos, y van a buscar más bancos, q desastre, en una plataforma q no sirve....más de 500 millones, y no actualizan los pagos... Revise amigo",2021-04-25T15:09:17.000Z,138945817,1386336518688624646
33,"EL Dir. Del Servicio Adm. De Identificación, Migración y Extranjería SAIME, Gustavo Vizcaíno, anunció próximamente la incorporación de @MercantilBanco @credicard y @bnc_corporativo al sistema de trámites para la cancelación de prórrogas  y emisión de pasaportes/vía @venevision",2021-04-25T15:03:44.000Z,51071935,1386335121004011527
34,Que pasará con Mercantil en línea? @MercantilBanco,2021-04-25T14:27:32.000Z,1551575059,1386326012628279298
35,@MercantilBanco Buen dia necesito me digan como desbloqueo clave internet dicen falta datos por favor,2021-04-25T12:23:14.000Z,1348980733537300481,1386294730468728832
36,"@MercantilBanco Buenos días Estimados en @GTOTALSALUD tenemos a su disposición la Telemedicina, con los mejores profesionales Médicos y especiales en la Medicina para atender su solicitud!!🤳🤳 https://t.co/8x0VwlaoI0",2021-04-25T11:18:15.000Z,1380879351508561920,1386278376894259204
37,@MercantilBanco Hola quisiera saber cómo será el mecanismo que se deberá utilizar para como cliente poder autorizar los pagos por el sistema de C2P,2021-04-25T01:34:56.000Z,220503634,1386131580318588933
38,"@cide_ula @MercantilBanco @BanescoPanama @Tibipd @CDCHTA @ja_olivares @Banesco @BanescoRD @Mercantilbanpa @BolsaMercantil Buenas noches, hasta cuando son las inscripciones, cuales son los requisitos y cuando inicia el diplomado?",2021-04-25T01:01:19.000Z,2969798878,1386123119501447173
39,@MercantilBanco,2021-04-25T00:55:18.000Z,1249828902958174215,1386121607287132160
40,"@SudebanInforma @BcoBicentenario @MercantilBanco 

Estado Zulia, Municipio Baralt, Parroquia Libertador, pedimos a las Entidades la Reactivación de los Bancos https://t.co/WjMkLKkThe",2021-04-24T19:01:45.000Z,3043449058,1386032630760624131
41,@SimpleTVVE Efectúe el pago por portal @MercantilBanco ayer al mediodía. De mi cuenta se descontó el dinero pero aún no se me activa la señal por falta de pago. Les he escrito al DM y nada sin solución,2021-04-24T17:54:50.000Z,468226530,1386015793721352202
42,@MercantilBanco Son solo 3 comercios!,2021-04-24T17:31:34.000Z,49786387,1386009938686844931
43,@MercantilBanco Mercantil está presentando problemas con su plataforma ? No deja hacer transferencia,2021-04-24T14:18:13.000Z,2281008168,1385961279190351872
44,@MercantilBanco Permitan agregar cuentas.. sería lo máximo,2021-04-24T00:55:20.000Z,1428842382,1385759227621388288
45,"@MercantilBanco Buenas tardes, he pagado dos veces movistar TV, por mercantil y me descuentan la plata y no se realiza el proceso. Necesito respuesta",2021-04-23T22:17:32.000Z,140194445,1385719513983950848
46,@MercantilBanco Hola! Me gustaria saber cuánto dinero máximo puede recibir una cuenta de ahorro en un día?,2021-04-23T21:36:15.000Z,2581663291,1385709123858272263
47,@MercantilBanco Les escribe temprano y nunca me atendieron,2021-04-23T21:32:07.000Z,188510920,1385708087412207616
48,@MercantilBanco buenas tardes... como hago para saber el número de cuenta completo??,2021-04-23T20:52:33.000Z,103671092,1385698129597583362
49,Por enésima vez intento pagar @SimpleTVVE a través de  @MercantilBanco y es imposible. Nuevamente me quedaré varios días sin señal porque no puedo pagar. Streamig: cada vez te veo como una solución al karma,2021-04-23T20:13:21.000Z,94396425,1385688264603017223
50,"@MercantilBanco Buenas tardes, necesitamos de su ayuda para una posible cuenta Hackeada ¿estan atendiendo?",2021-04-23T19:17:44.000Z,1573211304,1385674266709012482
51,@MercantilBanco Realmente hasta ahora no he logrado solucionar el problema de la.clave de mi tarjeta de debito el cual no me llega el mensaje a mi numero de celular. Ni por telefono he logrado solucionar. Hasta cuando.,2021-04-23T18:58:16.000Z,568482971,1385669366797193221
52,cuando me reponen el dinero pq ayer me indicaron que no se hizo el pago respondan a la brevedad posible @MercantilBanco,2021-04-23T17:17:50.000Z,188510920,1385644092785373186
